what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200908111817,"org.eclipse.wst.common.project.facet.core",1257854189914
started,bundle,org.eclipse.wst.web,1.1.301.v200909021400,"org.eclipse.wst.web",1257854189915
os,sysinfo,,,"linux",1257854189919
arch,sysinfo,,,"x86",1257854189919
ws,sysinfo,,,"gtk",1257854189919
locale,sysinfo,,,"en_GB",1257854189919
processors,sysinfo,,,"1",1257854189921
java.runtime.name,sysinfo,,,"OpenJDK  Runtime Environment",1257854189921
java.runtime.version,sysinfo,,,"1.6.0_0-b11",1257854189921
java.specification.name,sysinfo,,,"Java Platform API Specification",1257854189921
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1257854189921
java.specification.version,sysinfo,,,"1.6",1257854189921
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1257854189921
java.version,sysinfo,,,"1.6.0_0",1257854189921
java.vm.info,sysinfo,,,"mixed mode, sharing",1257854189921
java.vm.name,sysinfo,,,"OpenJDK Client VM",1257854189921
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1257854189921
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1257854189921
java.vm.specification.version,sysinfo,,,"1.0",1257854189921
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1257854189921
java.vm.version,sysinfo,,,"1.6.0_0-b11",1257854189921
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.1.v200908111817,"org.eclipse.jst.common.project.facet.core",1257854190320
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257854190777
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257854191184
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257854191847
