what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.pde.ui.templates,3.4.100.v20090527,"org.eclipse.pde.ui.templates",1248809688661
stopped,bundle,org.eclipse.pde.ui,3.5.0.v20090528,"org.eclipse.pde.ui",1248809688715
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.ide.ant",1248809688716
stopped,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1248809688716
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.102.v20090424,"org.eclipse.jst.server.tomcat.ui",1248809688717
stopped,bundle,org.eclipse.jst.server.ui,1.1.0.v20090421,"org.eclipse.jst.server.ui",1248809688717
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.java.tasks",1248809688718
stopped,bundle,org.eclipse.mylyn.java.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.java.ui",1248809688719
stopped,bundle,org.eclipse.mtj.jmunit,1.0.0.v200906121354,"org.eclipse.mtj.jmunit",1248809688719
stopped,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1248809688735
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.ui",1248809688735
stopped,bundle,org.eclipse.jpt.eclipselink.core,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.core",1248809688736
stopped,bundle,org.eclipse.jpt.ui,2.2.0.v200905310000,"org.eclipse.jpt.ui",1248809688737
stopped,bundle,org.eclipse.jpt.core,2.2.0.v200906070220,"org.eclipse.jpt.core",1248809688743
stopped,bundle,org.eclipse.jpt.db,1.2.100.v200905310000,"org.eclipse.jpt.db",1248809688743
stopped,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v200906020900,"org.eclipse.datatools.enablement.jdt.classpath",1248809688744
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1248809688745
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1248809688746
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.debugger.core.ui",1248809688747
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.jst.server.preview.adapter",1248809688748
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.jaxp.debug.ui",1248809688748
stopped,bundle,de.enough.mepose,1.0.18,"de.enough.mepose",1248809688748
stopped,bundle,org.eclipse.mtj.eswt.templates,1.0.0.v200906121354,"org.eclipse.mtj.eswt.templates",1248809688749
stopped,bundle,org.eclipse.mtj.toolkit.microemu,1.0.0.v200906121354,"org.eclipse.mtj.toolkit.microemu",1248809688750
stopped,bundle,org.eclipse.mtj.toolkit.mpowerplayer,1.0.0.v200906121354,"org.eclipse.mtj.toolkit.mpowerplayer",1248809688750
